Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
Image48,0,5.86619567871094,553.501078612783,23.5266036353058,0.110860488984779,4.37724842928975,19.5777279374416,131.54364862402,0.295623249438933,0.087393105608834,0.551376663600764,4.16402405686167,0.973575837614956,7.45834073119875E-155
Image49,0,6.66181945800781,583.006218134319,24.1455216993611,0.182475206703187,3.97440513711336,16.11979613952,117.919040084388,0.386306044317196,0.149232359875999,0.626865725147891,3.32041139240506,0.975897008770177,7.45834073119875E-155
Image50,0,9.8717041015625,759.842051116145,27.5652326512247,0.185190459252997,3.13876165006358,10.1354971662519,144.65952745198,0.38944619362694,0.151668337730512,0.632188125295624,3.66207717151113,0.96706539302052,7.45834073119875E-155
Image51,0,16.3689575195313,1098.15582444824,33.1384342485918,0.094737023748183,2.40952447878215,6.03808080566017,133.239301695343,0.271793707274503,0.073871819314018,0.553040982987988,3.87949832986702,0.965085958723559,7.45834073119875E-155
Image52,1,16.6468505859375,1408.22812763756,37.5263657664523,0.014825333238118,2.8085765549979,8.40446677159823,137.790045248869,0.103487377949254,0.010709637394812,0.417305882893466,4.68778280542986,0.959173170497998,7.45834073119875E-155
Image53,1,15.7208709716797,1485.60937385742,38.5436035401131,0.007471799675623,3.03929062400299,9.77772930339677,154.32618949959,0.07292603900708,0.005318207165262,0.394605680355781,5.37664068908942,0.960935943022925,7.45834073119875E-155
Image54,1,13.524169921875,1357.27641877134,36.8412325902831,0.005722021357245,3.28146706311947,11.3328490505844,116.973063973064,0.06365919747096,0.004052493422647,0.362715044021226,5.13368250405287,0.967406542035708,7.45834073119875E-155
Image55,1,6.07012939453125,791.115048393659,28.1267674714614,0.022536603809512,4.98815695398602,25.513992572599,192.837928921569,0.128451235530881,0.01649971990941,0.398920823436038,5.06158088235294,0.96403126368404,7.45834073119875E-155
Image56,0,3.87516784667969,214.617617902372,14.64983337456,0.137330892000274,4.15620105665617,17.6176798543563,43.0590756045301,0.330616435064794,0.109307227134953,0.631194587986717,2.57514539332721,0.976799305661394,7.45834073119875E-155
Image57,1,1.59384155273438,177.467018240461,13.3216747535909,0.003328257790968,9.00738599948516,85.7318105753675,193.991919191919,0.048162861823766,0.002319661259055,0.238200725383823,7.16969696969697,0.915971572065443,7.45834073119875E-155
Image58,1,3.76316833496094,379.807307781933,19.4886456117898,0.051324941386309,5.64657399353878,33.2080748180967,199.15668202765,0.196966449633289,0.038795782281143,0.452505659237495,5.07768268597762,0.955755150529682,7.45834073119875E-155
Image59,1,4.89720153808594,539.613814522089,23.2295892026116,0.004555595265314,5.19714161875378,28.2033971087133,119.672027972028,0.056374003454082,0.003178028265441,0.359761689563848,4.92377622377622,0.94375930542559,7.45834073119875E-155
Image60,1,8.92808532714844,484.82798864301,22.0188098825302,0.00381808156022,3.23399140742972,11.7081754512558,37.9827377680044,0.051531852127102,0.00265553178365,0.392407471302687,3.57570093457944,0.959516382427033,7.45834073119875E-155
Image61,0,8.62541198730469,325.230913074977,18.0341596165437,0.093592808345128,2.533505695069,6.74189430633383,52.3961657231086,0.269690311180933,0.072732863944868,0.580328795767809,2.891276376737,0.956411892655139,7.45834073119875E-155
Image62,0,2.83543395996094,128.599377553068,11.3401665575541,0.164158963866579,4.37567250251779,19.5822440047962,88.6043142812155,0.36431877813201,0.132728172099601,0.625283851502753,3.65170839237915,0.929534851519207,7.45834073119875E-155
Image63,0,4.36212158203125,306.511820941813,17.507479000182,0.090658768792665,4.56104749620255,21.4894184354311,86.9114183307732,0.265823976810161,0.070662386647169,0.518711667263221,4.09318996415771,0.970117549030269,7.45834073119875E-155
Image64,0,6.2646484375,417.032268241746,20.4213679326765,0.239618946902815,3.71681950805616,14.4321123764186,63.4201869158879,0.448130339235489,0.200820800943314,0.652284782981823,2.80336448598131,0.979181073756756,7.45834073119875E-155
Image65,0,17.3100128173828,939.756042454856,30.6554406664601,0.063837245254144,2.28053240304235,5.67044396416358,98.4688317349608,0.220849712584204,0.048774595548526,0.507562456546325,4.10952484742807,0.964136018939991,7.45834073119875E-155
Image66,0,10.197021484375,554.527309286004,23.5484035400705,0.074026976866869,2.7828794982616,8.14441231785633,148.889929742389,0.238836402885418,0.057042827343246,0.503965633808153,4.88009367681499,0.93071088359403,7.45834073119875E-155
Image67,0,4.56144714355469,239.15133254138,15.4645185033799,0.08467955017325,3.93795197777333,16.3146805144109,161.759139784946,0.256514230650217,0.065799550526073,0.499679855336728,4.94005376344086,0.903444610999348,7.45834073119875E-155
Image68,0,8.34445190429688,851.96921821077,29.188511750529,0.111649652739368,3.79570710824673,14.5805698406838,219.009411764706,0.296585947881839,0.087963224480969,0.590309047173405,4.22411764705882,0.963683289543344,7.45834073119875E-155
Image69,1,1.25924682617188,172.207813747778,13.1227974817787,0.036208326107491,11.5603364675098,140.151953236661,1187.85111111111,0.164284832449132,0.02698950617284,0.360216152284884,16.0066666666667,0.869998180208487,7.45834073119875E-155
Image70,0,32.9743347167969,2630.77454646884,51.2910766748841,0.058575116135999,1.99006411677939,4.26351044659643,386.946379828823,0.211035899500319,0.044536150877909,0.500845070946782,6.3792736525561,0.944384262188858,7.45834073119875E-155
Image71,0,3.038330078125,262.574532426355,16.2041517033862,0.196635336886011,5.86580143307821,36.0534129710145,339.577395577396,0.402620956724874,0.162103634794053,0.544194221059033,7.29385749385749,0.920000929724841,7.45834073119875E-155
Image72,0,4.9632568359375,259.854007679885,16.1199878312574,0.121535000742724,3.6487195452021,13.7252503806199,58.172651254304,0.310298058691139,0.09628488522749,0.60197177729818,3.11534677816035,0.966429903278694,7.45834073119875E-155
Image73,1,12.0861511230469,880.749435360141,29.6774229905519,0.003763305558726,3.48558495183814,14.3654887586911,87.6533171521036,0.051254171024717,0.002626990047431,0.40206681427201,4.86387540453074,0.96521639393413,7.45834073119875E-155
Image74,0,14.5516510009766,560.882713491333,23.6829625150937,0.05800513766428,2.1183633810699,4.89046023432236,92.3943856193056,0.209475064095614,0.043879802477862,0.564590199919747,3.6798818025117,0.939049619285469,7.45834073119875E-155
Image75,0,12.8381652832031,540.581637856695,23.250411563168,0.06910324843044,2.26016437190384,5.43097717629355,75.4795081967213,0.229672063330426,0.052749256674455,0.58308817037215,3.32559198542805,0.952015098095494,7.45834073119875E-155
Image76,0,5.88569641113281,297.079324256961,17.2359892160839,0.10511890062687,3.30588578823767,11.2260107814204,91.9625541125541,0.286899475114628,0.082311308821049,0.601038983500402,3.86623376623377,0.943978852942583,7.45834073119875E-155
Image77,0,7.50239562988281,874.950739511452,29.5795662495489,0.130429256564744,4.41194508758951,20.0797246016282,187.466494845361,0.322751137935366,0.104168297038573,0.538547167763833,5.10921391752577,0.977112487227464,7.45834073119875E-155
Image78,1,7.08120727539063,1126.52607231562,33.5637612957133,0.002883479575335,5.13620260693137,26.9467367844273,202.814687714482,0.044859013254638,0.00201233107018,0.297881149232222,7.45710363761153,0.960127269150201,7.45834073119875E-155
Image79,1,13.1936950683594,1924.05756025084,43.8640805243977,0.001732271670782,3.73934344058089,14.3195897836364,152.267903525046,0.034703797456739,0.001204353557918,0.315442074257584,6.4126159554731,0.961077300099533,7.45834073119875E-155
Image80,1,20.890625,2384.71486517042,48.8335424188172,0.004747905525441,2.84501818698328,8.38301819217547,190.643918105179,0.057847908959781,0.003346380571019,0.349334284820721,6.82737856282617,0.957097265428026,7.45834073119875E-155
Image81,1,0.770980834960938,164.805324899725,12.8376526242038,0.008114281372905,16.92571391977,289.741800562743,138.733031674208,0.075377064474922,0.005681701848857,0.183045519605621,8.55203619909502,0.878611129274832,7.45834073119875E-155
Image82,1,6.5665283203125,897.336605110558,29.9555771954165,0.005889752781833,4.79458364554608,23.0952253669258,45.6415960451978,0.064029374545483,0.004099760804686,0.384279998871669,3.75670903954802,0.763260110462459,7.45834073119875E-155
Image83,0,2.44125366210937,222.627660865283,14.9207124784738,0.165151629367912,6.54569950900997,44.2135598275169,382.391994478951,0.366324029166766,0.134193294344973,0.555338410008569,7.16425120772947,0.915031269619251,7.45834073119875E-155
Image84,0,11.6481323242188,1283.16441990292,35.8212844535609,0.151002320093191,3.41607913761303,11.9075165469941,228.956233279829,0.348903505478975,0.121733656135518,0.592964908797714,4.58277153558053,0.972023412083694,7.45834073119875E-155
Image85,0,15.3454895019531,1561.47349538769,39.5154842484271,0.193820360423021,2.93595920130602,8.91427252864369,215.72669276497,0.399271458539046,0.159417697603897,0.63020456630492,4.19631723937944,0.973713300887458,7.45834073119875E-155
Image86,1,4.96481323242188,818.551999032568,28.6103477614755,0.002107337713059,6.08660286374347,37.9483433558599,94.3016129032258,0.03825335879236,0.001463319458897,0.303727862015831,5.24139784946237,0.945807010597474,7.45834073119875E-155
Image87,1,10.0203399658203,1851.26106691808,43.0262834430082,0.008837980178093,4.67473525160542,22.3917853867518,163.488611111111,0.079421859649113,0.006307831790123,0.363390745025035,6.23638888888889,0.981593547948185,7.45834073119875E-155
Image88,1,9.61149597167969,1588.09041026608,39.8508520644927,0.008884880749689,4.51674949812841,20.9422023077196,254.264970853206,0.079630684997398,0.006341045993155,0.369121986903904,5.86592474827769,0.960357144476643,7.45834073119875E-155
Image89,1,0.589263916015625,90.3257164967821,9.50398424329408,0.005255876046276,16.5084440423429,277.610356275399,88.6050420168067,0.060451657856883,0.003654402937646,0.195535669878959,6.73109243697479,0.900001617844039,7.45834073119875E-155
Image90,0,6.21632385253906,414.427727809799,20.3574980734323,0.278168187310914,3.74809016092509,14.6660049386018,50.6468883205456,0.486218537872206,0.236408466570586,0.688357813816714,2.41705029838022,0.98314029783759,7.45834073119875E-155
Image91,0,12.8814849853516,752.158324679517,27.4255050031812,0.125926615734098,2.57027937950026,6.96730520951227,103.12769924812,0.316597979683135,0.100234280739443,0.579173371071344,3.68866165413534,0.966244075035198,7.45834073119875E-155
Image92,0,17.9932708740234,980.677931167507,31.3157776714471,0.073877495165137,2.21990798720001,5.26775869261053,116.174937343358,0.238428654559766,0.05684822331518,0.530247304281854,4.18586466165414,0.962008263039652,7.45834073119875E-155
Image93,1,6.15017700195313,472.113015652129,21.7281618102436,0.005802262994358,4.04697831305633,17.2014683758761,88.2057731958763,0.063601480032324,0.004045148262302,0.39920744965047,4.90680412371134,0.923975729872788,7.45834073119875E-155
Image94,1,1.56077575683594,170.386938010432,13.0532347719036,0.006968697305717,8.77830396647078,78.9645112969009,101.526915113872,0.069946670577197,0.004892536724835,0.31741329613669,5.72567287784679,0.95268176755221,7.45834073119875E-155
Image95,1,4.69851684570313,499.872863130886,22.3578367274405,0.046110365516508,5.12672454358644,27.1233400836334,128.316308243728,0.186252201163954,0.034689882438418,0.461630755778895,4.08154121863799,0.971592454686953,7.45834073119875E-155
Image96,1,2.54917907714844,271.717231928969,16.4838476069445,0.077305046290478,6.79332932161967,47.3164945705733,259.599703117269,0.244121743532501,0.059595425665348,0.520617227609198,4.68134586838199,0.947271754759781,7.45834073119875E-155
Image97,0,3.43038940429687,252.791975253725,15.8994331739759,0.140147936675546,4.89993512089921,24.2742612023128,223.885936784242,0.333847094157413,0.111453882277349,0.629810602683987,4.61154374713697,0.924588419137184,7.45834073119875E-155
Image98,0,3.59840393066406,262.147545112856,16.1909710985122,0.103148047301446,5.05837590738811,26.4978824930706,60.411373260738,0.28434564100055,0.080852443556014,0.550552354259203,3.66848154869933,0.98028480429297,7.45834073119875E-155
Image99,0,5.47348022460938,384.999365072031,19.6214006908791,0.238675624360679,3.99664075215521,16.3891280727408,51.3065138092757,0.447084151105943,0.199884238170121,0.653846524576443,2.75330901511204,0.984076033078241,7.45834073119875E-155
Image100,0,8.95579528808594,586.006239007311,24.2075657389856,0.153840525371673,3.13437163933328,10.1741197408596,74.8543674350474,0.352435022460505,0.124210445056737,0.605707722369446,3.437360265207,0.977219029960286,7.45834073119875E-155
Image101,0,13.5368499755859,811.051773350564,28.4789707214036,0.092254538129414,2.49640387835391,6.47090963937133,77.6366260002624,0.268033471237242,0.071841941703485,0.560537848643133,3.45677554768464,0.973966402780858,7.45834073119875E-155
Image102,0,4.19308471679688,285.709252367579,16.9029362055111,0.279734522975948,4.66508449236831,22.6180215666299,52.3764022435898,0.487713710067724,0.237864662988024,0.683400870613367,2.74439102564102,0.980323407533856,7.45834073119875E-155
Image103,0,11.4803619384766,670.503954319595,25.8940911081968,0.099796042275117,2.78001968856942,8.12432928665242,55.5825984714874,0.279725353083049,0.078246273157437,0.561924262065528,3.27912992357437,0.981591537980736,7.45834073119875E-155
Image104,0,14.0878143310547,785.328040869478,28.0237049811312,0.149782780984831,2.43201415575709,6.36128282415135,56.209219858156,0.347515948019417,0.120767334127834,0.582432546134325,3.34425915276979,0.981933185624855,7.45834073119875E-155
Image105,0,5.61288452148438,348.800487792531,18.6762011070916,0.230126765909308,3.71911453732509,14.2386462366955,59.7534996956786,0.43811384210268,0.191943738641972,0.671303900720937,2.598701562183,0.977254763531498,7.45834073119875E-155
Image106,0,8.77899169921875,498.785725375139,22.3335112639087,0.178183263387095,2.96760664064424,9.19334587349188,69.7542456140351,0.381468507510413,0.145518222222222,0.617498791049967,3.11789473684211,0.973068204580862,7.45834073119875E-155
Image107,0,13.3475646972656,645.683570505528,25.4103044158374,0.099710166310762,2.34097097175109,5.83281608113663,55.5514648977335,0.279456366186922,0.078095860602399,0.554802229949332,3.12117191818684,0.975028573058091,7.45834073119875E-155
Image108,0,6.97456359863281,344.252879184748,18.5540529045475,0.105128076507563,3.09639611106082,9.90155697514455,105.057929554801,0.287295894874456,0.082538931211714,0.539766825119171,4.34131950652601,0.939482776361159,7.45834073119875E-155
Image109,0,2.77485656738281,150.428666930728,12.2649364829472,0.134482366726697,4.90670864310255,24.860443755991,133.503953712633,0.327909776786788,0.107524821712361,0.560463878365499,4.82314368370299,0.922205816914075,7.45834073119875E-155
Image110,0,7.01217651367188,384.854460305239,19.6177078249534,0.226728323100769,3.25803747721882,11.218535590148,66.8884297520661,0.43474400106827,0.189002346464848,0.649905446641835,2.86171782762692,0.970590953920485,7.45834073119875E-155
Image111,0,12.5951385498047,641.36417885953,25.325168881165,0.11793140306921,2.45778385178145,6.44077109801996,76.9125714285714,0.305637170514321,0.09341408,0.561067447056939,3.48388571428571,0.968098188865773,7.45834073119875E-155
Image112,0,15.0141448974609,772.443762254516,27.7928725081542,0.150110889744173,2.2570872208693,5.53588853883607,69.6318085855032,0.347745978991889,0.120927265905027,0.588217967106084,3.36833216045039,0.975187761468754,7.45834073119875E-155
Image113,1,11.3787536621094,993.720942427735,31.5233396458518,0.003586367846014,3.45646635654867,13.0891361633656,69.9476063829787,0.049951258638678,0.002495128239588,0.386329673651323,4.39867021276596,0.966680564763445,7.45834073119875E-155
Image114,1,3.19883728027344,418.355653615474,20.4537442444036,0.01532297234768,6.8280700827373,48.0974203153681,252.337528604119,0.105150391044896,0.011056604736895,0.361652931067351,5.69908466819222,0.945977064704577,7.45834073119875E-155
Image115,0,6.12039184570313,539.655285092723,23.2304818093109,0.096384117901202,4.22505352656662,18.3228977604334,115.050032916392,0.274439890817738,0.075317253672052,0.550966433075309,4.44634628044766,0.97423893306949,7.45834073119875E-155
Image116,0,9.01107788085938,771.747682714212,27.780347058923,0.17843963865693,3.52720257143081,12.8968130056818,106.511609981694,0.381843492186205,0.145804452524957,0.623843698485959,3.61402832642836,0.979350764571463,7.45834073119875E-155
Image117,0,13.7153930664063,1007.0314503616,31.7337588438811,0.141536495219428,2.79824979775641,8.31924328296533,117.326352757544,0.337220957933294,0.113717974469449,0.57048267109057,4.18106139438085,0.974369104857697,7.45834073119875E-155
Image118,1,21.9847259521484,2075.20150123086,45.5543796053778,0.009722308441416,2.69720720676272,7.7639824784313,191.199267063674,0.083444519165304,0.006962987778729,0.395120878595631,5.72453809741945,0.964429427995741,7.45834073119875E-155
Image119,0,8.70606994628906,685.810077848707,26.187975825724,0.094581196268199,3.42157863730237,12.0699783187862,274.210884353741,0.271656984992623,0.073797517495282,0.532154278984879,5.6156462585034,0.930076478290677,7.45834073119875E-155
Image120,0,11.7579803466797,1225.76844576304,35.0109760755543,0.206309356876887,3.38693115461603,11.8371806332988,141.109977902431,0.413090167600451,0.170643486568169,0.632681187987799,3.82474927757947,0.982087856073953,7.45834073119875E-155
Image121,0,2.56283569335937,257.699002038356,16.053006012531,0.228044458510592,6.78379293883373,47.2071415194712,429.359617682198,0.436150333719201,0.190227113603371,0.602864850343928,7.71146953405018,0.922724982203849,7.45834073119875E-155
Image122,0,6.38726806640625,359.553821807044,18.9619044878684,0.211767839087337,3.56552289766056,13.7695118006178,63.2601392251816,0.418919516306209,0.175493561142228,0.645183251112218,2.5827784503632,0.972332801289788,7.45834073119875E-155
Image123,1,9.16494750976562,510.073011295573,22.5847960206767,0.013845087170772,3.31130285542388,12.3502665343716,139.633074935401,0.100044107532936,0.010008823452062,0.370174348003854,5.90070136581764,0.927621774558904,7.45834073119875E-155
Image124,1,4.59355163574219,432.601874100453,20.7990834918381,0.001750582183446,5.30593486695988,30.0649725956317,92.4200518582541,0.034859675559394,0.001215196980106,0.321122394809419,5.11725727456065,0.970506955934312,7.45834073119875E-155
